UniqueIndexID_ItaCoLA	Sentence	ExpertAcceptability	PlayersAcceptability	NumAnnotations	DisaggragatedAnnotations	PlayersID
9394	Beatrice pensa che tutto proceda nel migliore dei modi.	1	1	3	0,1,1	ZFvFx9Vr,h!dFIcoS,mUnENBws
8296	Edoardo parte a Parigi.	0	1	3	1,1,0	ZFvFx9Vr,Ugvo2lSV,93O5KCwA
2625	Sofia e il film si vedono.	0	0	3	0,0,0	ZFvFx9Vr,F1?xscTP,Ugvo2lSV
9350	Alessandro ha messo Aurora nel sacco.	1	1	5	1,1,1,1,0	ZFvFx9Vr,SLVqmuMr,mUnENBws,DBlF5lyy,iqd74Hi2
9056	Che tu venga è un fatto.	1	1	3	1,1,1	ZFvFx9Vr,mUnENBws,WQHW5pZ6
9200	Il suo dimenare il corpo sconvolge i presenti.	1	1	5	1,0,1,1,1	ZFvFx9Vr,h!dFIcoS,mUnENBws,C62PYy1K,rwzy4gYv
8821	Se stesso guarda Andrea.	0	0	4	0,1,0,0	F1?xscTP,OeynLncz,93O5KCwA,rwzy4gYv
9092	Il cielo scintilla di una stella.	0	0	4	0,1,0,0	F1?xscTP,OeynLncz,93O5KCwA,rwzy4gYv
8792	Tommaso ha promesso a Leonardo di difenderlo.	1	1	4	1,1,1,0	F1?xscTP,OeynLncz,93O5KCwA,rwzy4gYv
8899	L'alito gli appannò gli occhiali.	1	1	4	1,1,1,0	F1?xscTP,OeynLncz,93O5KCwA,rwzy4gYv
9102	Quell'idea spunta nel suo animo.	0	0	4	0,1,0,0	F1?xscTP,OeynLncz,93O5KCwA,rwzy4gYv
8767	Andrea dice che Tommaso ha ingannato solo se stesso.	1	1	4	1,1,1,0	F1?xscTP,OeynLncz,93O5KCwA,rwzy4gYv
8811	Beatrice è stata baciata da Edoardo.	1	1	4	1,1,1,0	F1?xscTP,OeynLncz,93O5KCwA,rwzy4gYv
8849	Il supremo diritto è la più grande ingiustizia.	1	1	4	1,1,1,1	F1?xscTP,OeynLncz,93O5KCwA,rwzy4gYv
9160	Andrea ci toglie il portafoglio.	0	1	4	1,1,1,0	F1?xscTP,OeynLncz,93O5KCwA,rwzy4gYv
3442	Una donna aveva separato Andrea con Gabriele.	0	0	5	0,1,0,1,0	F1?xscTP,SLVqmuMr,mUnENBws,DBlF5lyy,iqd74Hi2
549	Camminato Tommaso, ci siamo sentiti meglio.	0	0	6	0,0,0,0,1,0	F1?xscTP,mUnENBws,DBlF5lyy,iqd74Hi2,C62PYy1K,93O5KCwA
3947	Emma ne lo avvisa Edoardo.	0	0	2	0,0	F1?xscTP,mUnENBws
8927	Andrea noleggerà.	0	1	3	0,1,1	SLVqmuMr,OeynLncz,F2byQojD
8907	È partito ieri.	1	1	2	1,1	SLVqmuMr,F2byQojD
8783	Mattia ha promesso a Beatrice di lui studiare ogni giorno.	0	0	2	0,0	SLVqmuMr,F2byQojD
9144	Leonardo traforò la parete con tanti piccoli buchi.	1	1	3	1,1,1	F1?xscTP,h!dFIcoS,mUnENBws
8837	Ogni ragazzo ama una ragazza.	1	1	2	1,1	SLVqmuMr,F2byQojD
8912	È Andrea che lascia sempre in disordine la stanza.	1	1	2	1,1	SLVqmuMr,F2byQojD
8891	Quest'operazione vuol farla proprio lui.	1	0	2	0,0	SLVqmuMr,F2byQojD
8805	Tommaso e Giulia si amano.	1	1	2	1,1	SLVqmuMr,F2byQojD
9285	È Sofia che ha preso il toro per le corna e non Gabriele.	1	1	3	1,1,1	F1?xscTP,KrqDYVRQ,rwzy4gYv
9147	La spugna è imbevuta di acqua durante due ore.	0	0	2	0,0	SLVqmuMr,F2byQojD
5843	Lorenzo si è agitato ad Emma.	0	0	3	0,0,1	F1?xscTP,KrqDYVRQ,rwzy4gYv
9508	Giorgia ha messo il figlio a scuola svizzera.	0	0	2	0,0	SLVqmuMr,F2byQojD
9183	Una coppia esiste tra Edoardo ed Emma.	0	1	3	1,1,0	F1?xscTP,OeynLncz,rwzy4gYv
9209	Io condanno che Erode uccise i bambini	0	0	2	0,0	SLVqmuMr,F2byQojD
8979	Accorcia le giornate.	0	0	2	0,0	SLVqmuMr,F2byQojD
8864	Pochi soldati, solo tremila, caddero in battaglia.	1	1	2	1,1	SLVqmuMr,F2byQojD
9605	Il frigorifero sostiene una rigida condotta morale.	0	0	2	0,0	SLVqmuMr,F2byQojD
9692	C'è un concordato su Tommaso tra il prezzo dell'auto ed Edoardo.	0	0	3	1,0,0	SLVqmuMr,wgWvRcwc,kKyAP7X8
9374	Alessandro sa che è bello.	1	1	5	1,1,1,1,1	F1?xscTP,wgWvRcwc,mUnENBws,fl0Zk3zH,YfAnLxGO
9083	Un lento desiderio gli sonnecchiava nello spirito.	1	0	3	1,0,0	F1?xscTP,mUnENBws,YfAnLxGO
1943	Il gatto si è un po' morto.	0	0	3	0,0,0	SLVqmuMr,Ugvo2lSV,jTBbh5OX
3092	La gatta figliò dodici gattini nel divano.	0	0	4	0,0,0,0	SLVqmuMr,Ugvo2lSV,jTBbh5OX,kKyAP7X8
9689	Mattia possiede molti soldi.	1	1	5	1,1,1,1,0	SLVqmuMr,Ugvo2lSV,C62PYy1K,93O5KCwA,kKyAP7X8
9080	Emma traveste Sofia da principessa.	1	1	4	1,1,1,1	SLVqmuMr,mUnENBws,C62PYy1K,ytitvUVq
7802	Voglio di salutare Giulia.	0	0	6	0,0,1,0,0,0	SLVqmuMr,Ugvo2lSV,jTBbh5OX,cJoucJWN,C62PYy1K,kKyAP7X8
4527	Gabriele ha paralizzato Beatrice al braccio.	0	0	3	0,0,1	SLVqmuMr,jTBbh5OX,rwzy4gYv
4529	Riccardo ha spezzato Maria.	0	0	4	1,0,0,0	SLVqmuMr,mUnENBws,DBlF5lyy,iqd74Hi2
9492	Quel discorso è annoiato per Edoardo.	1	0	3	0,0,1	SLVqmuMr,mUnENBws,93O5KCwA
9586	La madre mise il bimbo nella culla.	1	1	5	1,1,1,1,0	SLVqmuMr,h!dFIcoS,mUnENBws,DBlF5lyy,iqd74Hi2
6952	Maria si è fortemente cotta di Andrea.	0	0	4	0,0,1,0	SLVqmuMr,Ugvo2lSV,jTBbh5OX,F2byQojD
6936	Il frigorifero ha preso una forte cotta per Edoardo.	0	0	5	0,0,1,0,0	F1?xscTP,X2prWwzC,mUnENBws,fl0Zk3zH,YfAnLxGO
9399	Quella donna Francesco la baciò.	1	0	3	0,0,0	SLVqmuMr,mUnENBws,ASUJx12A
9620	Il camion è il carico delle casse.	0	0	2	0,0	wgWvRcwc,kKyAP7X8
9537	Tommaso lasciò l'abito.	1	1	3	1,0,1	wgWvRcwc,mUnENBws,rwzy4gYv
8032	Il treno si è un po' fermato.	0	1	3	0,1,1	wgWvRcwc,mUnENBws,Vbs6jYw2
4468	I bambini vi hanno calpestate.	0	0	3	1,0,0	wgWvRcwc,mUnENBws,Vbs6jYw2
9603	Paola ha una forte cotta per Tommaso.	1	1	3	0,1,1	wgWvRcwc,mUnENBws,Vbs6jYw2
3716	Paola stima essere stupido fumare.	0	0	2	0,0	wgWvRcwc,mUnENBws
9054	Aurora lavora.	1	1	4	1,1,1,1	wgWvRcwc,mUnENBws,fl0Zk3zH,YfAnLxGO
3759	Andrea accondiscende a che Giulia si sposa.	0	0	3	0,1,0	wgWvRcwc,mUnENBws,YfAnLxGO
9329	Alessandro ama il cinema americano.	1	1	3	1,1,1	wgWvRcwc,mUnENBws,fl0Zk3zH
1295	Il postino parte la posta.	0	0	3	1,0,0	wgWvRcwc,mUnENBws,fl0Zk3zH
4877	Si è preso gioco.	0	0	3	1,0,0	wgWvRcwc,mUnENBws,YfAnLxGO
9509	Paola cade in terra.	1	1	3	1,0,1	wgWvRcwc,X2prWwzC,j3NeYHsi
9477	Alice ha calmato Lorenzo.	1	1	5	1,1,1,0,1	h!dFIcoS,mUnENBws,DBlF5lyy,iqd74Hi2,F2byQojD
4106	Giulia attraversa a abbracciare Andrea.	0	0	5	0,0,0,0,0	h!dFIcoS,mUnENBws,DBlF5lyy,iqd74Hi2,C62PYy1K
9366	Edoardo ne ride.	1	0	4	0,0,1,0	h!dFIcoS,Jx4LSsBG,d?suZO!D,dd640LRG
3613	Riccardo se ne colpisce del fatto che Giulia parta.	0	0	4	1,0,0,0	h!dFIcoS,X2prWwzC,d?suZO!D,dd640LRG
9053	Quella mattina pioveva a dirotto sulla pianura.	1	1	4	1,1,1,1	h!dFIcoS,mUnENBws,iAhjmUQk,ytitvUVq
8914	Alessandro ha dedicato un libro alla madre.	1	1	2	1,1	OeynLncz,93O5KCwA
8872	È venuto il ragazzo che aspettavo.	1	1	2	1,1	OeynLncz,93O5KCwA
8838	Il bambino dorme.	1	1	2	1,1	OeynLncz,93O5KCwA
9207	Disgrazia avvengono.	0	0	3	0,1,0	Jx4LSsBG,RDP2UUxa,NFwcyg6V
8890	Se lo dice lui bisogna fare così.	1	1	3	1,1,0	Jx4LSsBG,RDP2UUxa,NFwcyg6V
9701	Gli operai caricano le casse al camion.	0	0	3	0,1,0	Jx4LSsBG,RDP2UUxa,NFwcyg6V
8906	Mettersi a studiare.	1	1	3	1,1,0	Jx4LSsBG,RDP2UUxa,NFwcyg6V
9037	I rivoltosi incarcerarono l'auto nelle segrete della fortezza.	0	1	3	1,1,0	Jx4LSsBG,RDP2UUxa,NFwcyg6V
8806	Emma ha molto apprezzato la mia descrizione di lei.	1	1	3	1,1,0	Jx4LSsBG,RDP2UUxa,NFwcyg6V
9236	Riccardo ne ha escluso che i rumeni danzino.	0	1	3	1,1,1	Jx4LSsBG,RDP2UUxa,NFwcyg6V
8922	La legge ha abolito.	0	1	2	1,1	RDP2UUxa,NFwcyg6V
9638	Il frigo ha sedotto una minorenne.	0	1	2	1,1	RDP2UUxa,NFwcyg6V
8809	Ho incontrato Andrea e Giorgia, e ho parlato di te.	1	1	2	1,1	RDP2UUxa,NFwcyg6V
8919	Hai telefonato a Sofia?	1	1	2	1,1	RDP2UUxa,NFwcyg6V
8858	Avete visto?	1	1	2	1,1	RDP2UUxa,NFwcyg6V
9108	La barca attracca alla banchina.	1	0	2	0,0	Jx4LSsBG,t1?OR2fX
1506	La nebbia è dileguata.	0	1	3	1,1,1	Jx4LSsBG,NFwcyg6V,fzThuNe2
1327	Il violino è suonato.	0	0	4	0,0,0,0	Jx4LSsBG,mUnENBws,iAhjmUQk,ytitvUVq
9161	Paola prende un fiore fra le erbacce.	1	0	3	1,0,0	Jx4LSsBG,mUnENBws,WQHW5pZ6
9715	Il radar ha localizzato l'aereo sulla perpendicolare di Roma.	1	1	3	1,1,1	Jx4LSsBG,mUnENBws,fl0Zk3zH
6937	La zanzara ha preso una forte cotta per Andrea.	0	0	4	0,0,0,0	Jx4LSsBG,pri2Drl4,d?suZO!D,dd640LRG
5970	Lo stato di salute di mia madre mi addolora subito.	0	0	3	0,0,0	Jx4LSsBG,d?suZO!D,92nW9Gjw
9719	Ha luogo una confusione in Sofia tra l'amore e la dipendenza.	1	1	3	1,1,0	Jx4LSsBG,X2prWwzC,j3NeYHsi
3199	Riccardo crivellò colpi a Gabriele.	0	0	3	0,0,1	Jx4LSsBG,d?suZO!D,92nW9Gjw
7248	Alessandro ha tirato la pelle.	0	0	3	0,0,0	NFwcyg6V,mUnENBws,WQHW5pZ6
8965	L'acqua del lago è gelata.	1	1	2	1,1	Jx4LSsBG,ApnCHpJN
9386	Hanno caricato le armi dei ragazzi di proiettili.	1	0	3	0,1,0	NFwcyg6V,mUnENBws,WQHW5pZ6
7032	Le casse sono il caricamento del camion.	0	0	3	1,0,0	Jx4LSsBG,dd640LRG,ApnCHpJN
7128	Alessandro corre la leonessa.	0	0	3	0,0,0	NFwcyg6V,mUnENBws,WQHW5pZ6
6949	Alice si è beccata una forte cotta per Tommaso di Paola.	0	0	3	0,0,0	Jx4LSsBG,E5uCIZHH,ApnCHpJN
9051	Essi guardano Aurora.	1	1	4	1,1,1,1	NFwcyg6V,mUnENBws,iAhjmUQk,ytitvUVq
5088	Ѐ della sua vita che Beatrice raccontò a Gabriele la conversazione più esasperante.	0	0	2	0,0	NFwcyg6V,X2prWwzC
8750	La mia lettura preferita è la Divina Commedia.	1	1	3	1,1,1	pri2Drl4,X2prWwzC,qTMVRODw
9060	È al successo ciò a cui Alessandro tiene.	0	0	3	0,1,0	pri2Drl4,X2prWwzC,qTMVRODw
8774	Gabriele ha incontrato suo padre.	1	1	3	1,1,1	pri2Drl4,X2prWwzC,qTMVRODw
9664	Ciò guarda questa persona.	0	0	3	0,0,0	pri2Drl4,X2prWwzC,qTMVRODw
8994	Il latte è un po' scaduto.	0	0	3	0,0,0	pri2Drl4,X2prWwzC,qTMVRODw
8862	Che prende da bere?	1	0	3	0,0,1	pri2Drl4,X2prWwzC,qTMVRODw
8888	Può uscire dalla crisi.	1	1	2	1,1	pri2Drl4,X2prWwzC
9193	Tommaso approva l'idea di ciò che Vittoria danzi.	0	0	2	0,0	pri2Drl4,X2prWwzC
8789	Mattia si è accorto di Andrea.	1	1	2	1,1	pri2Drl4,X2prWwzC
9296	Quell'uomo vi ha fotografato.	0	1	2	1,1	pri2Drl4,X2prWwzC
8797	Ho comprato un libro da leggere in treno.	1	1	2	1,1	pri2Drl4,X2prWwzC
8875	Leggerò.	1	1	2	1,1	pri2Drl4,X2prWwzC
9608	Lorenzo sostiene una rigida condotta morale di Tommaso.	0	0	2	0,0	pri2Drl4,X2prWwzC
8860	Ho mantenuto solo una versione, l'altra sarebbe: tra poco vado a scuola.	1	1	2	1,1	pri2Drl4,X2prWwzC
8823	I Rossi sostengono che i vicini credono che i ragazzi dicano che Giorgia mi ha colpito.	1	0	3	0,0,1	pri2Drl4,I7v94qHY,X2prWwzC
8226	Riccardo va al fumo.	0	0	4	1,0,0,0	pri2Drl4,X2prWwzC,d?suZO!D,92nW9Gjw
5679	Il mare si è fatto inquinato.	0	0	4	0,0,0,0	pri2Drl4,I7v94qHY,d?suZO!D,92nW9Gjw
4119	La folla lo scatta a salutare.	0	0	3	0,0,0	pri2Drl4,d?suZO!D,92nW9Gjw
50	Il giudice ha domandato al gatto chi era entrato in casa.	0	0	4	0,1,0,0	pri2Drl4,j3NeYHsi,d?suZO!D,92nW9Gjw
9000	Lorenzo li esce.	0	0	3	0,0,0	pri2Drl4,I7v94qHY,X2prWwzC
8985	La borsa è crollata per un'ora.	0	1	3	1,0,1	pri2Drl4,I7v94qHY,X2prWwzC
9539	Aurora prese la carne.	1	1	3	1,1,1	pri2Drl4,d?suZO!D,92nW9Gjw
9669	Il premio è meritato da Gabriele.	1	1	4	1,0,1,1	pri2Drl4,I7v94qHY,d?suZO!D,92nW9Gjw
538	Riccardo conosce io, non lui.	0	0	3	0,0,0	pri2Drl4,d?suZO!D,dd640LRG
9574	La stoffa perse colore.	1	1	2	1,1	pri2Drl4,d?suZO!D
4043	Paola finisce del pasto.	0	0	3	0,0,0	pri2Drl4,fzThuNe2,t1?OR2fX
1987	Un libro legge Lorenzo.	0	0	2	0,0	pri2Drl4,fzThuNe2
4115	La folla lo accorre a salutare.	0	0	2	0,0	fzThuNe2,t1?OR2fX
9433	Gli amministratori hanno fuso la Fiat con la Chrysler.	1	1	3	0,1,1	I7v94qHY,d?suZO!D,92nW9Gjw
6843	Il cedro ama Beatrice.	0	1	2	1,1	fzThuNe2,t1?OR2fX
9291	Lorenzo ha mangiato la pizza.	1	1	2	1,1	fzThuNe2,t1?OR2fX
9541	Vittoria prese camera.	1	0	2	0,0	fzThuNe2,t1?OR2fX
8951	Il coltello taglia.	1	1	2	1,1	fzThuNe2,t1?OR2fX
9516	La casa è vicino là dove tu sai.	1	1	2	1,1	fzThuNe2,t1?OR2fX
8990	Mattia è partito di parecchio.	0	0	2	0,0	I7v94qHY,X2prWwzC
9085	Giulia mente a Paola.	1	1	2	1,1	fzThuNe2,t1?OR2fX
9247	Paola svincola il vecchio della necessità che si impegni.	1	0	2	0,0	fzThuNe2,t1?OR2fX
8982	È suonata la sveglia.	1	1	2	1,1	fzThuNe2,t1?OR2fX
8926	Alessandro noleggerà una bicicletta.	1	1	4	1,1,0,1	fzThuNe2,t1?OR2fX,dd640LRG,ApnCHpJN
9319	La macchina carbura perfettamente.	1	1	3	0,1,1	I7v94qHY,d?suZO!D,92nW9Gjw
9671	Giulia canta un tango.	1	0	2	0,0	fzThuNe2,t1?OR2fX
112	Ne solo ieri ho scoperto il colpevole.	0	0	4	0,0,0,1	fzThuNe2,t1?OR2fX,E5uCIZHH,ApnCHpJN
6208	Maria rubò il muscolo cardiaco ad Andrea.	0	1	3	0,1,1	I7v94qHY,d?suZO!D,92nW9Gjw
9173	Paola spostò la ceneriera verso la sedia.	1	1	3	1,1,1	fzThuNe2,h2mNWC!Q,ApnCHpJN
8519	Emma è in stupore.	0	1	2	1,1	t1?OR2fX,lY2Ep0os
5564	Il frigo si è sbrinato per tutta la notte.	0	1	2	1,1	I7v94qHY,d?suZO!D
9544	Vittoria ed Edoardo presero la fuga.	1	1	2	1,1	fzThuNe2,LIXNs3Xt
9377	Chi studia la matematica?	1	1	2	1,1	fzThuNe2,Eqy3Aea2
9524	Francesco ha bruciato i quadri.	1	1	3	1,1,0	fzThuNe2,uXGZ4s50,k43pmW!T
9069	Leonardo guarda un costume da bagno.	1	1	2	1,1	fzThuNe2,LIXNs3Xt
2488	È carezza che Andrea Giulia.	0	0	2	0,0	fzThuNe2,Eqy3Aea2
1673	Qualcuno accorcia le giornate.	0	0	3	1,0,0	I7v94qHY,d?suZO!D,dd640LRG
9109	L'acqua vi scorre.	1	0	2	0,0	I7v94qHY,jjt!Anoh
8828	Due parole di spiega non farebbero male.	1	0	2	0,0	X2prWwzC,qTMVRODw
9190	Tommaso desidera ciò che Vittoria parte.	0	0	2	0,0	X2prWwzC,qTMVRODw
8761	Ho scoperto solo ieri il colpevole del delitto.	1	1	2	1,1	X2prWwzC,qTMVRODw
9276	Francesco obbedisce Sofia.	0	1	2	1,1	X2prWwzC,qTMVRODw
8812	Edoardo ha ordinato ad Emma di partire.	1	1	2	1,1	X2prWwzC,qTMVRODw
8778	Tommaso ha incontrato Andrea.	1	1	2	1,1	X2prWwzC,qTMVRODw
8793	Leonardo ha promesso ad Andrea di difendersi.	1	1	2	1,1	X2prWwzC,qTMVRODw
9688	Andrea discute il tuo atteggiamento.	1	1	2	1,1	t1?OR2fX,cJoucJWN
8776	Mattia cammina e recita a memoria tutta la Divina Commedia.	1	1	2	1,1	X2prWwzC,qTMVRODw
9343	Paola distoglie Andrea da che dovrà partire.	0	1	2	1,1	X2prWwzC,qTMVRODw
8852	La persona con cui Mattia studiò.	1	1	2	1,1	X2prWwzC,qTMVRODw
9510	Tommaso cade per la terra.	0	0	2	0,0	X2prWwzC,qTMVRODw
2572	Lo scompiglio è stato nato dal disordine.	0	1	2	1,1	t1?OR2fX,lY2Ep0os
1214	Il bambino non mangia latte.	0	0	2	0,0	E5uCIZHH,LIXNs3Xt
9621	Mattia ha caricato i libri sulla mensola.	1	0	3	0,0,1	E5uCIZHH,dd640LRG,ApnCHpJN
8442	Il vento ha fatto rompere il vetro da Andrea.	0	1	4	1,1,0,1	X2prWwzC,mUnENBws,j3NeYHsi,Vbs6jYw2
9059	Alessandro annuncia la sua partenza a Beatrice.	1	1	2	1,1	t1?OR2fX,GgZjxBi1
5675	Gabriele ha reso aperta la porta.	0	0	3	0,0,0	E5uCIZHH,d?suZO!D,dd640LRG
2590	La tolleranza ci esula dai suoi doveri.	0	1	4	1,1,1,0	X2prWwzC,j3NeYHsi,d?suZO!D,92nW9Gjw
9610	Mattia si è raffreddato.	1	1	3	1,1,1	E5uCIZHH,X2prWwzC,d?suZO!D
9579	Riccardo mostrò i denti al dentista.	1	1	2	1,1	Sr2dmLja,dnd4uhif
7386	Molto coraggio a Tommaso è stato dato dal successo della mostra.	0	0	2	0,0	t1?OR2fX,iBDcmvF7
9436	Le vendite aumentano.	1	1	3	1,1,1	E5uCIZHH,iOR1l4iU,GgZjxBi1
9686	Mattia bacia Sofia e Sofia bacia Mattia.	1	1	3	1,0,1	X2prWwzC,d?suZO!D,92nW9Gjw
630	Il poliziotto catturò.	0	1	2	1,1	Sr2dmLja,dnd4uhif
9720	Beatrice confonde l'amore con la dipendenza.	1	1	2	1,1	E5uCIZHH,jjt!Anoh
9431	Il livello dell'acqua si è alzato di 20 cm.	1	1	2	1,1	Sr2dmLja,dnd4uhif
9682	La forte siccità ha abbassato il livello del fiume.	1	1	2	1,1	E5uCIZHH,GgZjxBi1
9563	Leonardo si imbarcò sulla nave.	1	0	3	1,0,0	X2prWwzC,d?suZO!D,92nW9Gjw
9558	Gli uccelli cominciarono.	1	1	3	1,1,0	Eqy3Aea2,o8WK4?x3,Sr2dmLja
9697	Emma ha estratto la pistola dalla borsa.	1	1	3	1,1,1	X2prWwzC,d?suZO!D,92nW9Gjw
3803	Alessandro gli pensa a Riccardo.	0	0	3	0,1,0	Eqy3Aea2,o8WK4?x3,Sr2dmLja
8998	Francesco fa bere molto caffè ai suoi amici.	1	1	3	1,1,0	Eqy3Aea2,o8WK4?x3,Sr2dmLja
9482	Alessandro si è agitato con quella notizia.	1	1	3	1,1,1	Eqy3Aea2,o8WK4?x3,Sr2dmLja
9150	Il cedro bruciato profuma.	1	1	3	1,0,1	Eqy3Aea2,o8WK4?x3,Sr2dmLja
23	Il mio alto preferito è la Divina Commedia.	0	0	3	0,0,0	Eqy3Aea2,o8WK4?x3,Sr2dmLja
9066	Mattia ci si inoltra nella foresta.	1	0	3	0,0,0	Eqy3Aea2,o8WK4?x3,Sr2dmLja
8936	Leonardo è caduto.	1	1	3	1,1,1	X2prWwzC,d?suZO!D,92nW9Gjw
4348	Paola si è montata il capo.	0	0	3	1,0,0	Eqy3Aea2,o8WK4?x3,Sr2dmLja
229	Quale politico ha detto la radio che hanno parlato?	0	0	3	0,0,0	Eqy3Aea2,o8WK4?x3,Sr2dmLja
9362	Lo porto in cucina, lo zucchero.	1	0	2	0,0	dnd4uhif,Sr2dmLja
9216	Emma aspira a soppiantare Sofia.	1	1	3	1,0,1	Eqy3Aea2,o8WK4?x3,Sr2dmLja
9437	Le vendite sono in incremento.	1	0	3	1,0,0	Eqy3Aea2,o8WK4?x3,Sr2dmLja
1719	Il caffè si è macchiato.	0	0	3	1,0,0	Eqy3Aea2,o8WK4?x3,Sr2dmLja
9656	La moto è nuova di zecca.	1	1	3	1,1,1	Eqy3Aea2,o8WK4?x3,Sr2dmLja
9355	Essere in balia delle onde.	1	1	3	1,1,1	Eqy3Aea2,o8WK4?x3,Sr2dmLja
5593	La carne si è cotta per 5 minuti.	0	1	3	1,1,0	Eqy3Aea2,o8WK4?x3,Sr2dmLja
8968	L'erba brucia.	1	1	3	1,1,1	Eqy3Aea2,k43pmW!T,uXGZ4s50
19	Il mio oggi preferito è la Divina Commedia.	0	0	2	0,0	Eqy3Aea2,uXGZ4s50
9449	Le foglie sono sbiadite per giorni.	1	0	3	0,0,1	Sr2dmLja,gZSlzREX,Mg3tq!tS
9106	Lorenzo dipende volontariamente da Giulia.	1	1	2	1,1	Eqy3Aea2,lY2Ep0os
9305	Quell'uomo ha cantato una canzone.	1	1	2	1,1	Eqy3Aea2,uXGZ4s50
9013	Tommaso mise la cassa nel mobile in camera da pranzo.	1	1	3	1,0,1	Eqy3Aea2,Sr2dmLja,Mg3tq!tS
9626	Il terzino ha caricato contro l'attaccante.	1	1	2	1,1	o8WK4?x3,Sr2dmLja
5402	La torta si è decorata di frutta candita.	0	0	2	0,0	o8WK4?x3,Sr2dmLja
1895	La ruota si è bucata per un'ora.	0	0	2	0,0	o8WK4?x3,Sr2dmLja
7585	Il nord attira l'ago della bussola da se stesso.	0	0	2	0,0	o8WK4?x3,Sr2dmLja
9199	Che Alice parta atterrisce Edoardo.	1	0	2	0,0	o8WK4?x3,Sr2dmLja
172	Hanno molte persone chiamato quel numero.	0	0	3	0,0,0	o8WK4?x3,jjt!Anoh,cJoucJWN
8305	Quell'alcuni musei sono stati progettati da architetto.	0	0	2	0,0	Sr2dmLja,iBDcmvF7
5789	Alice ha fatto preoccupare Alessandro alla fidanzata.	0	0	2	0,0	Sr2dmLja,iBDcmvF7
9390	Il concerto durò due ore.	1	1	2	1,1	Sr2dmLja,iBDcmvF7
9515	Beatrice fa il proprio interesse.	1	1	4	1,1,1,0	o8WK4?x3,iOR1l4iU,jjt!Anoh,cJoucJWN
2022	Uno schiaffo è stato ricevuto da Leonardo da parte del padre.	0	1	2	1,1	Sr2dmLja,LIXNs3Xt
1718	Il vino si è macchiato.	0	0	2	0,0	o8WK4?x3,Mg3tq!tS
9078	Leonardo fa che il pollo cuocia.	1	0	2	0,0	3t265ZsF,iBDcmvF7
9309	Edoardo carica le birre nel frigo.	1	0	2	0,0	3t265ZsF,iBDcmvF7
9113	Leonardo rima con animale.	1	0	2	0,0	3t265ZsF,iBDcmvF7
9556	Beatrice prese l'acqua piovana nel secchio.	1	0	2	0,0	3t265ZsF,iBDcmvF7
3830	Emma sorride di piangere.	0	0	2	0,0	3t265ZsF,iBDcmvF7
9429	La parete si è coperta di muffa.	1	0	2	0,0	3t265ZsF,iBDcmvF7
9662	Il cielo brilla di mille stelle.	1	0	2	0,0	3t265ZsF,iBDcmvF7
2840	La tibia e il perone di Lorenzo fremono dal terrore.	0	0	2	0,0	3t265ZsF,iBDcmvF7
6167	Edoardo tiene Riccardo sotto un bicchiere di vetro.	0	0	2	0,0	3t265ZsF,iBDcmvF7
9132	Mattia ha costruito una casa in mattoni rossi sulla collina.	1	0	4	1,0,0,0	3t265ZsF,iOR1l4iU,iBDcmvF7,G?j??PoF
9396	Quel ragazzo è nato con la camicia!	1	1	4	1,1,1,1	3t265ZsF,iOR1l4iU,iBDcmvF7,G?j??PoF
9641	Mattia ha pizzicato Sofia sulla guancia.	1	1	4	1,1,1,1	3t265ZsF,iOR1l4iU,iBDcmvF7,G?j??PoF
7254	Francesco a trarre la pelle.	0	0	4	0,0,0,0	3t265ZsF,iOR1l4iU,iBDcmvF7,G?j??PoF
9542	Leonardo ebbe il tifo.	1	0	3	0,1,0	3t265ZsF,iOR1l4iU,G?j??PoF
9393	Vittoria non accettava che la trattassero così.	1	1	3	1,1,0	3t265ZsF,iOR1l4iU,G?j??PoF
2273	Al garage dal giardino Riccardo ha piantato fiori.	0	0	3	0,0,0	3t265ZsF,iOR1l4iU,G?j??PoF
9643	Leonardo infila la mano nel cassetto.	1	1	3	1,1,1	3t265ZsF,iOR1l4iU,G?j??PoF
9126	Il braccio di Riccardo è massaggiato per due ore.	1	0	3	0,0,0	3t265ZsF,iOR1l4iU,G?j??PoF
9484	Alessandro si è irritato di Emma.	0	0	3	0,0,0	3t265ZsF,iOR1l4iU,G?j??PoF
9170	Gabriele raccoglie pietre nel cassetto.	1	0	3	0,0,0	3t265ZsF,iOR1l4iU,G?j??PoF
9097	Il racconto di Emma abbondava in particolari disgustosi.	1	0	3	0,0,0	3t265ZsF,iOR1l4iU,G?j??PoF
9673	Tommaso spalma il burro sul pane.	1	1	3	1,1,1	3t265ZsF,iOR1l4iU,G?j??PoF
9115	Mattia mette il cappello sul tavolo.	1	1	3	1,1,1	3t265ZsF,iOR1l4iU,G?j??PoF
9245	Edoardo castiga Emma del fatto che ha perso.	1	0	3	0,0,1	3t265ZsF,iOR1l4iU,G?j??PoF
9112	Mattia fraternizza con Sofia.	1	1	3	1,1,1	3t265ZsF,iOR1l4iU,G?j??PoF
6857	Il giardiniere ha potato la testata dell'auto.	0	0	2	0,0	3t265ZsF,Mg3tq!tS
1478	Le scarpe si sono lucidate.	0	0	2	0,0	3t265ZsF,jjt!Anoh
9408	Mio padre si è fatto essiccare i funghi dal contadino.	1	1	3	1,1,1	3t265ZsF,iOR1l4iU,GgZjxBi1
